,Device ID,Body Dims(mm),Body Hight(mm),Body Width(mm),Body Depth(mm),Body Dims(inch),Body Hight(inch),Body Width(inch),Body Depth(inch),Body Weight(g),Body Weight(oz)
2346,12471,165.1 x 75.7 x 8.6,165.1,75.7,8.6,6.5 x 2.98 x 0.34,6.5,2.98,0.34,195.1,6.88
2347,12465,131 x 50.6 x 15.2,131.0,50.6,15.2,5.16 x 1.99 x 0.60,5.16,1.99,0.6,106.3,3.63
2348,12464,130.9 x 50.6 x 14,130.9,50.6,14.0,5.15 x 1.99 x 0.55,5.15,1.99,0.55,98.2,3.46
2349,12381,165 x 75.8 x 8.6,165.0,75.8,8.6,6.50 x 2.98 x 0.34,6.5,2.98,0.34,193.8,6.84
2350,12322,166.7 x 76.6 x 8.6,166.7,76.6,8.6,6.56 x 3.02 x 0.34,6.56,3.02,0.34,190.0,6.7
2351,12321,160.8 x 74 x 8.5,160.8,74.0,8.5,6.33 x 2.91 x 0.33,6.33,2.91,0.33,172.0,6.07
2352,12285,121.5 x 50 x 14.4,121.5,50.0,14.4,4.78 x 1.97 x 0.57,4.78,1.97,0.57,94.5,3.35
2353,12284,115.1 x 49.4 x 14.5,115.1,49.4,14.5,4.53 x 1.94 x 0.57,4.53,1.94,0.57,79.6,2.82
2354,12286,121.5 x 50 x 14.4,121.5,50.0,14.4,4.78 x 1.97 x 0.57,4.78,1.97,0.57,93.0,3.28
2355,12283,115.1 x 49.4 x 14.5,115.1,49.4,14.5,4.53 x 1.94 x 0.57,4.53,1.94,0.57,79.4,2.79
2356,12282,121.5 x 50 x 14.4,121.5,50.0,14.4,4.78 x 1.97 x 0.57,4.78,1.97,0.57,93.0,3.28
2357,12281,115.1 x 49.4 x 14.5,115.1,49.4,14.5,4.53 x 1.94 x 0.57,4.53,1.94,0.57,78.7,2.75
2358,12244,168 x 78.6 x 10.5,168.0,78.6,10.5,6.61 x 3.09 x 0.41,6.61,3.09,0.41,231.0,8.15
2359,12210,,,,,,,,,,
2360,12184,160.6 x 74.3 x 8.8,160.6,74.3,8.8,6.32 x 2.93 x 0.35,6.32,2.93,0.35,177.4,6.24
2361,12139,164.6 x 75.9 x 8.6,164.6,75.9,8.6,6.48 x 2.99 x 0.34,6.48,2.99,0.34,199.4,7.02
2362,12138,164.6 x 75.9 x 8.6,164.6,75.9,8.6,6.48 x 2.99 x 0.34,6.48,2.99,0.34,190.0,6.7
2363,12137,165 x 76.2 x 8.5,165.0,76.2,8.5,6.50 x 3.00 x 0.33,6.5,3.0,0.33,196.2,6.91
2364,12136,148.7 x 71.2 x 10,148.7,71.2,10.0,5.85 x 2.80 x 0.39,5.85,2.8,0.39,191.0,6.74
2365,12085,160.6 x 74.3 x 8.8,160.6,74.3,8.8,6.32 x 2.93 x 0.35,6.32,2.93,0.35,177.4,6.24
2366,11973,202.1 x 58 x 11.5,202.1,58.0,11.5,7.96 x 2.28 x 0.45,7.96,2.28,0.45,131.2,4.62
2367,11831,158.9 x 73.9 x 8,158.9,73.9,8.0,6.26 x 2.91 x 0.31,6.26,2.91,0.31,185.0,6.53
2368,12373,166.6 x 76.7 x 8.9,166.6,76.7,8.9,6.56 x 3.02 x 0.35,6.56,3.02,0.35,195.1,6.88
2369,11826,166 x 75.9 x 8.6,166.0,75.9,8.6,6.54 x 2.99 x 0.34,6.54,2.99,0.34,190.0,6.7
2370,11825,169.2 x 78 x 8.6,169.2,78.0,8.6,6.66 x 3.07 x 0.34,6.66,3.07,0.34,200.0,7.05
2371,11823,247.5 x 157.3 x 7.5,247.5,157.3,7.5,9.74 x 6.19 x 0.30,9.74,6.19,0.3,466.0,
2372,11818,166.4 x 76.7 x 8.8,166.4,76.7,8.8,6.55 x 3.02 x 0.35,6.55,3.02,0.35,198.0,6.98
2373,11741,,,,,,,,,,
2374,11666,131.3 x 56.2 x 13.8,131.3,56.2,13.8,5.17 x 2.21 x 0.54,5.17,2.21,0.54,107.0,3.77
2375,11667,138.9 x 57.7 x 16.2,138.9,57.7,16.2,5.47 x 2.27 x 0.64,5.47,2.27,0.64,129.1,4.55
2376,11670,202.1 x 58 x 11.5,202.1,58.0,11.5,7.96 x 2.28 x 0.45,7.96,2.28,0.45,,
2377,11668,,,,,,,,,,
2378,11669,208 x 123.2 x 9,208.0,123.2,9.0,8.19 x 4.85 x 0.35,8.19,4.85,0.35,375.0,13.23
2379,11644,164.8 x 75.9 x 8.6,164.8,75.9,8.6,6.49 x 2.99 x 0.34,6.49,2.99,0.34,192.0,6.77
2380,11629,156.5 x 73.1 x 8.8,156.5,73.1,8.8,6.16 x 2.88 x 0.35,6.16,2.88,0.35,172.5,6.1
2381,11628,149.6 x 71.9 x 9.7,149.6,71.9,9.7,5.89 x 2.83 x 0.38,5.89,2.83,0.38,,
2382,11381,164.8 x 75.9 x 8.6,164.8,75.9,8.6,6.49 x 2.99 x 0.34,6.49,2.99,0.34,178.0,6.28
2383,11380,169.9 x 77.9 x 8.8,169.9,77.9,8.8,6.69 x 3.07 x 0.35,6.69,3.07,0.35,195.0,6.88
2384,11740,115.2 x 49.9 x 14.3,115.2,49.9,14.3,4.54 x 1.96 x 0.56,4.54,1.96,0.56,72.0,2.54
2385,11739,115.2 x 49.9 x 14.3,115.2,49.9,14.3,4.54 x 1.96 x 0.56,4.54,1.96,0.56,70.0,2.47
2386,11382,154 x 75.9 x 10,154.0,75.9,10.0,6.06 x 2.99 x 0.39,6.06,2.99,0.39,180.0,6.35
2387,11358,164.6 x 75.9 x 8.5,164.6,75.9,8.5,6.48 x 2.99 x 0.33,6.48,2.99,0.33,189.0,6.67
2388,11356,164.6 x 75.9 x 8.5,164.6,75.9,8.5,6.48 x 2.99 x 0.33,6.48,2.99,0.33,190.0,6.7
2389,11207,171.4 x 79.7 x 9.1,171.4,79.7,9.1,6.75 x 3.14 x 0.36,6.75,3.14,0.36,217.0,7.65
2390,11135,169.4 x 78.4 x 9.3,169.4,78.4,9.3,6.67 x 3.09 x 0.37,6.67,3.09,0.37,210.1,7.41
2391,11142,247.6 x 157.5 x 7.8,247.6,157.5,7.8,9.75 x 6.20 x 0.31,9.75,6.2,0.31,465.0,
2392,11077,173.8 x 77.7 x 8.9,173.8,77.7,8.9,6.84 x 3.06 x 0.35,6.84,3.06,0.35,220.0,7.76
2393,11013,171.6 x 81.5 x 10.6,171.6,81.5,10.6,6.76 x 3.21 x 0.42,6.76,3.21,0.42,248.0,8.75
2394,10967,177.7 x 79.1 x 9.9,177.7,79.1,9.9,7.00 x 3.11 x 0.39,7.0,3.11,0.39,237.0,8.36
2395,11025,135.5 x 56 x 14.1,135.5,56.0,14.1,5.33 x 2.20 x 0.56,5.33,2.2,0.56,98.0,3.46
2396,11019,148 x 71.8 x 9.3,148.0,71.8,9.3,5.83 x 2.83 x 0.37,5.83,2.83,0.37,154.0,5.43
2397,10965,121 x 50 x 14.5,121.0,50.0,14.5,4.76 x 1.97 x 0.57,4.76,1.97,0.57,84.5,3.0
2398,10966,121 x 50 x 14.5,121.0,50.0,14.5,4.76 x 1.97 x 0.57,4.76,1.97,0.57,80.2,2.82
2399,10959,165.4 x 75.9 x 9.4,165.4,75.9,9.4,6.51 x 2.99 x 0.37,6.51,2.99,0.37,204.7,7.23
2400,10955,148 x 71.8 x 9.3,148.0,71.8,9.3,5.83 x 2.83 x 0.37,5.83,2.83,0.37,157.0,5.54
2401,10838,168.9 x 79.7 x 9.1,168.9,79.7,9.1,6.65 x 3.14 x 0.36,6.65,3.14,0.36,220.0,7.76
2402,10840,168.9 x 79.7 x 9.1,168.9,79.7,9.1,6.65 x 3.14 x 0.36,6.65,3.14,0.36,210.0,7.41
2403,10841,164.9 x 76 x 9.2,164.9,76.0,9.2,6.49 x 2.99 x 0.36,6.49,2.99,0.36,197.0,6.95
2404,10842,164.9 x 76 x 9.2,164.9,76.0,9.2,6.49 x 2.99 x 0.36,6.49,2.99,0.36,194.0,6.84
2405,10843,169.9 x 77.9 x 8.8,169.9,77.9,8.8,6.69 x 3.07 x 0.35,6.69,3.07,0.35,191.0,6.74
2406,10844,169.9 x 77.9 x 8.8,169.9,77.9,8.8,6.69 x 3.07 x 0.35,6.69,3.07,0.35,191.0,6.74
2407,10700,166.4 x 76.7 x 8.7,166.4,76.7,8.7,6.55 x 3.02 x 0.34,6.55,3.02,0.34,178.0,6.28
2408,10624,161 x 76 x 8.7,161.0,76.0,8.7,6.34 x 2.99 x 0.34,6.34,2.99,0.34,181.0,6.38
2409,10584,149.1 x 71.2 x 8.8,149.1,71.2,8.8,5.87 x 2.80 x 0.35,5.87,2.8,0.35,146.0,5.15
2410,10575,132.2 x 56.5 x 12.3,132.2,56.5,12.3,5.20 x 2.22 x 0.48,5.2,2.22,0.48,110.2,3.88
2411,10576,131.4 x 53 x 13.7,131.4,53.0,13.7,5.17 x 2.09 x 0.54,5.17,2.09,0.54,104.7,3.7
2412,10588,171.9 x 78.6 x 9,171.9,78.6,9.0,6.77 x 3.09 x 0.35,6.77,3.09,0.35,230.0,8.11
2413,10547,150.6 x 71.6 x 9.1,150.6,71.6,9.1,5.93 x 2.82 x 0.36,5.93,2.82,0.36,180.0,6.35
2414,10532,124.7 x 51 x 13.7,124.7,51.0,13.7,4.91 x 2.01 x 0.54,4.91,2.01,0.54,90.1,3.17
2415,10533,124.7 x 51 x 13.7,124.7,51.0,13.7,4.91 x 2.01 x 0.54,4.91,2.01,0.54,90.3,3.17
2416,10404,161 x 76 x 8.7,161.0,76.0,8.7,6.34 x 2.99 x 0.34,6.34,2.99,0.34,180.0,6.35
2417,10460,165.9 x 76.3 x 8.7,165.9,76.3,8.7,6.53 x 3.00 x 0.34,6.53,3.0,0.34,195.0,6.88
2418,10351,159.9 x 77 x 8.7,159.9,77.0,8.7,6.30 x 3.03 x 0.34,6.3,3.03,0.34,184.5,6.53
2419,10273,171.7 x 76.7 x 8.9,171.7,76.7,8.9,6.76 x 3.02 x 0.35,6.76,3.02,0.35,200.0,7.05
2420,10275,150.6 x 72.4 x 9.1,150.6,72.4,9.1,5.93 x 2.85 x 0.36,5.93,2.85,0.36,180.0,6.35
2421,10274,150.6 x 72.4 x 9.1,150.6,72.4,9.1,5.93 x 2.85 x 0.36,5.93,2.85,0.36,180.0,6.35
2422,10241,132 x 50.5 x 15,132.0,50.5,15.0,5.20 x 1.99 x 0.59,5.2,1.99,0.59,90.5,3.21
2423,10240,132 x 50.5 x 15,132.0,50.5,15.0,5.20 x 1.99 x 0.59,5.2,1.99,0.59,91.3,3.21
2424,10142,171.9 x 78.6 x 9,171.9,78.6,9.0,6.77 x 3.09 x 0.35,6.77,3.09,0.35,220.0,7.76
2425,10117,164.3 x 76.6 x 8.5,164.3,76.6,8.5,6.47 x 3.02 x 0.33,6.47,3.02,0.33,185.0,6.53
2426,10143,147.3 x 71.2 x 9.4,147.3,71.2,9.4,5.80 x 2.80 x 0.37,5.8,2.8,0.37,155.0,5.47
2427,10144,123.7 x 52.4 x 13.1,123.7,52.4,13.1,4.87 x 2.06 x 0.52,4.87,2.06,0.52,88.2,3.1
2428,10131,154.8 x 75.6 x 8.9,154.8,75.6,8.9,6.09 x 2.98 x 0.35,6.09,2.98,0.35,161.0,5.68
2429,9993,147.6 x 71.4 x 8.7,147.6,71.4,8.7,5.81 x 2.81 x 0.34,5.81,2.81,0.34,155.0,5.47
2430,9988,157.7 x 75.4 x 8.7,157.7,75.4,8.7,6.21 x 2.97 x 0.34,6.21,2.97,0.34,183.0,6.46
2431,9833,159.9 x 75.2 x 8.3,159.9,75.2,8.3,6.30 x 2.96 x 0.33,6.3,2.96,0.33,180.0,6.35
2432,9834,159.9 x 75.1 x 8.3,159.9,75.1,8.3,6.30 x 2.96 x 0.33,6.3,2.96,0.33,180.0,6.35
2433,9835,145.4 x 62.1 x 16.1,145.4,62.1,16.1,5.72 x 2.44 x 0.63,5.72,2.44,0.63,161.0,5.68
2434,10910,192.7 x 54.5 x 11.6,192.7,54.5,11.6,7.59 x 2.15 x 0.46,7.59,2.15,0.46,118.0,4.16
2435,9836,192.7 x 54.5 x 11.6,192.7,54.5,11.6,7.59 x 2.15 x 0.46,7.59,2.15,0.46,118.0,4.16
2436,9774,121.3 x 52.9 x 13.4,121.3,52.9,13.4,4.78 x 2.08 x 0.53,4.78,2.08,0.53,86.5,3.03
2437,9845,115.2 x 49.9 x 14.3,115.2,49.9,14.3,4.54 x 1.96 x 0.56,4.54,1.96,0.56,75.0,2.65
2438,9773,119 x 49.2 x 14.4,119.0,49.2,14.4,4.69 x 1.94 x 0.57,4.69,1.94,0.57,73.0,2.57
2439,9737,152.7 x 71.9 x 9.4,152.7,71.9,9.4,6.01 x 2.83 x 0.37,6.01,2.83,0.37,156.0,5.5
2440,9736,152.7 x 71.9 x 9.4,152.7,71.9,9.4,6.01 x 2.83 x 0.37,6.01,2.83,0.37,156.0,5.5
2441,9731,146 x 70.6 x 9.3,146.0,70.6,9.3,5.75 x 2.78 x 0.37,5.75,2.78,0.37,153.0,5.4
2442,9652,157.2 x 76.5 x 8,157.2,76.5,8.0,6.19 x 3.01 x 0.31,6.19,3.01,0.31,180.0,6.35
2443,8867,155 x 75 x 8,155.0,75.0,8.0,6.10 x 2.95 x 0.31,6.1,2.95,0.31,172.0,6.07
2444,9603,149 x 71.3 x 8.4,149.0,71.3,8.4,5.87 x 2.81 x 0.33,5.87,2.81,0.33,161.0,5.68
2445,10619,161.2 x 76.2 x 9.1,161.2,76.2,9.1,6.35 x 3.00 x 0.36,6.35,3.0,0.36,188.6,6.67
2446,9604,159.4 x 76.2 x 8.6,159.4,76.2,8.6,6.28 x 3.00 x 0.34,6.28,3.0,0.34,181.0,6.38
2447,9538,145 x 70.4 x 8.6,145.0,70.4,8.6,5.71 x 2.77 x 0.34,5.71,2.77,0.34,138.4,4.87
2448,9606,120.8 x 53.5 x 13.8,120.8,53.5,13.8,4.76 x 2.11 x 0.54,4.76,2.11,0.54,82.0,2.89
2449,9342,154.8 x 75.8 x 8,154.8,75.8,8.0,6.09 x 2.98 x 0.31,6.09,2.98,0.31,180.0,6.35
2450,9405,111.2 x 49.5 x 14.4,111.2,49.5,14.4,4.38 x 1.95 x 0.57,4.38,1.95,0.57,70.2,2.47
2451,9364,156.9 x 76.4 x 8.2,156.9,76.4,8.2,6.18 x 3.01 x 0.32,6.18,3.01,0.32,180.0,6.35
2452,9354,149.7 x 71.2 x 8,149.7,71.2,8.0,5.89 x 2.80 x 0.31,5.89,2.8,0.31,160.0,5.64
2453,9178,147.2 x 71 x 8,147.2,71.0,8.0,5.80 x 2.80 x 0.31,5.8,2.8,0.31,151.0,5.33
2454,9246,149.5 x 72 x 8.1,149.5,72.0,8.1,5.89 x 2.83 x 0.32,5.89,2.83,0.32,160.0,5.64
2455,9214,151.1 x 70.7 x 8.3,151.1,70.7,8.3,5.95 x 2.78 x 0.33,5.95,2.78,0.33,150.0,5.29
2456,9215,146.3 x 68.7 x 8.7,146.3,68.7,8.7,5.76 x 2.70 x 0.34,5.76,2.7,0.34,138.3,4.87
2457,9216,153.6 x 77.6 x 9.7,153.6,77.6,9.7,6.05 x 3.06 x 0.38,6.05,3.06,0.38,174.0,6.14
2458,9089,133.5 x 49.3 x 14.9,133.5,49.3,14.9,5.26 x 1.94 x 0.59,5.26,1.94,0.59,117.0,4.13
2459,9087,140.9 x 73 x 7.5,140.9,73.0,7.5,5.55 x 2.87 x 0.30,5.55,2.87,0.3,177.0,6.24
2460,9058,158.4 x 75.6 x 8,158.4,75.6,8.0,6.24 x 2.98 x 0.31,6.24,2.98,0.31,183.0,6.46
2461,8972,148.8 x 75.8 x 8.2,148.8,75.8,8.2,5.86 x 2.98 x 0.32,5.86,2.98,0.32,172.0,6.07
2462,9052,133.6 x 67.8 x 9.5,133.6,67.8,9.5,5.26 x 2.67 x 0.37,5.26,2.67,0.37,131.0,4.62
2463,9046,117 x 52.4 x 13.4,117.0,52.4,13.4,4.61 x 2.06 x 0.53,4.61,2.06,0.53,88.1,3.1
2464,8513,143.5 x 71.3 x 9.3,143.5,71.3,9.3,5.65 x 2.81 x 0.37,5.65,2.81,0.37,161.0,5.68
2465,8907,141.2 x 71.5 x 7.9,141.2,71.5,7.9,5.56 x 2.81 x 0.31,5.56,2.81,0.31,153.0,5.4
2466,8876,117 x 52.4 x 13.4,117.0,52.4,13.4,4.61 x 2.06 x 0.53,4.61,2.06,0.53,,
2467,8522,151.5 x 73.7 x 7.9,151.5,73.7,7.9,5.96 x 2.90 x 0.31,5.96,2.9,0.31,160.0,5.64
2468,8770,112 x 49.5 x 14.4,112.0,49.5,14.4,4.41 x 1.95 x 0.57,4.41,1.95,0.57,73.0,2.57
2469,8769,111.5 x 48.4 x 14.2,111.5,48.4,14.2,4.39 x 1.91 x 0.56,4.39,1.91,0.56,74.0,2.61
2470,8572,143.4 x 71.4 x 8.5,143.4,71.4,8.5,5.65 x 2.81 x 0.33,5.65,2.81,0.33,140.0,4.94
2471,8571,149.7 x 72.5 x 8,149.7,72.5,8.0,5.89 x 2.85 x 0.31,5.89,2.85,0.31,160.0,5.64
2472,6885,154 x 75.8 x 7.9,154.0,75.8,7.9,6.06 x 2.98 x 0.31,6.06,2.98,0.31,169.0,5.96
2473,8597,115.6 x 51 x 12.8,115.6,51.0,12.8,4.55 x 2.01 x 0.50,4.55,2.01,0.5,85.0,3.0
2474,8475,118 x 50.2 x 13.5,118.0,50.2,13.5,4.65 x 1.98 x 0.53,4.65,1.98,0.53,81.0,2.86
2475,8343,118 x 50.2 x 13.5,118.0,50.2,13.5,4.65 x 1.98 x 0.53,4.65,1.98,0.53,,2.93
2476,7772,124.6 x 53.4 x 10.9,124.6,53.4,10.9,4.91 x 2.10 x 0.43,4.91,2.1,0.43,91.8,3.25
2477,7771,124.6 x 53.4 x 10.9,124.6,53.4,10.9,4.91 x 2.10 x 0.43,4.91,2.1,0.43,91.8,3.25
2478,7517,116 x 50 x 12.9,116.0,50.0,12.9,4.57 x 1.97 x 0.51,4.57,1.97,0.51,79.0,2.79
2479,7516,116 x 50 x 12.9,116.0,50.0,12.9,4.57 x 1.97 x 0.51,4.57,1.97,0.51,79.0,2.79
2480,7272,108.5 x 45.5 x 14.1,108.5,45.5,14.1,4.27 x 1.79 x 0.56,4.27,1.79,0.56,69.6,2.47
2481,7271,108.5 x 45.5 x 14.1,108.5,45.5,14.1,4.27 x 1.79 x 0.56,4.27,1.79,0.56,69.8,2.47
2482,6910,116 x 50 x 12.9,116.0,50.0,12.9,4.57 x 1.97 x 0.51,4.57,1.97,0.51,78.4,2.75
2483,6911,116 x 50 x 12.9,116.0,50.0,12.9,4.57 x 1.97 x 0.51,4.57,1.97,0.51,78.6,2.75
2484,6877,129.5 x 66.7 x 9.2,129.5,66.7,9.2,5.10 x 2.63 x 0.36,5.1,2.63,0.36,136.0,4.8
2485,6814,200.7 x 138.6 x 6.9,200.7,138.6,6.9,7.90 x 5.46 x 0.27,7.9,5.46,0.27,318.0,11.22
2486,6640,134.7 x 68.5 x 8.7,134.7,68.5,8.7,5.30 x 2.70 x 0.34,5.3,2.7,0.34,130.0,4.59
2487,6639,134.7 x 68.5 x 8.9,134.7,68.5,8.9,5.30 x 2.70 x 0.35,5.3,2.7,0.35,134.0,4.73
2488,6638,139.4 x 70.7 x 8.5,139.4,70.7,8.5,5.49 x 2.78 x 0.33,5.49,2.78,0.33,150.0,5.29
2489,6571,106 x 45.5 x 13.9,106.0,45.5,13.9,4.17 x 1.79 x 0.55,4.17,1.79,0.55,67.9,2.4
2490,6570,106 x 45.5 x 13.9,106.0,45.5,13.9,4.17 x 1.79 x 0.55,4.17,1.79,0.55,68.6,2.4
2491,6524,119.7 x 62.3 x 11.7,119.7,62.3,11.7,4.71 x 2.45 x 0.46,4.71,2.45,0.46,129.0,4.55
2492,6523,119.7 x 62.3 x 11.7,119.7,62.3,11.7,4.71 x 2.45 x 0.46,4.71,2.45,0.46,129.0,4.55
2493,6383,121.7 x 68.3 x 11.1,121.7,68.3,11.1,4.79 x 2.69 x 0.44,4.79,2.69,0.44,150.0,5.29
2494,6288,124 x 55.5 x 10.4,124.0,55.5,10.4,4.88 x 2.19 x 0.41,4.88,2.19,0.41,99.8,3.53
2495,6287,124 x 55.5 x 10.4,124.0,55.5,10.4,4.88 x 2.19 x 0.41,4.88,2.19,0.41,100.6,3.56
2496,6227,137 x 71 x 9.8,137.0,71.0,9.8,5.39 x 2.80 x 0.39,5.39,2.8,0.39,167.0,5.89
2497,6254,129.5 x 66.7 x 9.2,129.5,66.7,9.2,5.10 x 2.63 x 0.36,5.1,2.63,0.36,134.0,4.73
2498,6255,129.5 x 66.7 x 9.2,129.5,66.7,9.2,5.10 x 2.63 x 0.36,5.1,2.63,0.36,134.0,4.73
2499,6232,129.5 x 66.7 x 9.2,129.5,66.7,9.2,5.10 x 2.63 x 0.36,5.1,2.63,0.36,134.0,4.73
2500,6148,141.4 x 77.7 x 10.9,141.4,77.7,10.9,5.57 x 3.06 x 0.43,5.57,3.06,0.43,190.0,6.7
2501,6147,115.5 x 63 x 10.4,115.5,63.0,10.4,4.55 x 2.48 x 0.41,4.55,2.48,0.41,128.7,4.52
2502,6067,115.5 x 63 x 10.4,115.5,63.0,10.4,4.55 x 2.48 x 0.41,4.55,2.48,0.41,128.7,4.52
2503,6149,99.5 x 58.6 x 13.2,99.5,58.6,13.2,3.92 x 2.31 x 0.52,3.92,2.31,0.52,89.3,3.14
2504,6150,116.4 x 50.3 x 13.2,116.4,50.3,13.2,4.58 x 1.98 x 0.52,4.58,1.98,0.52,,2.93
2505,5833,137 x 71 x 9.8,137.0,71.0,9.8,5.39 x 2.80 x 0.39,5.39,2.8,0.39,167.0,5.89
2506,5869,119.9 x 64 x 9.9,119.9,64.0,9.9,4.72 x 2.52 x 0.39,4.72,2.52,0.39,124.0,4.37
2507,5760,162.8 x 85.4 x 8.7,162.8,85.4,8.7,6.41 x 3.36 x 0.34,6.41,3.36,0.34,209.0,7.37
2508,5791,164.2 x 85.9 x 9.8,164.2,85.9,9.8,6.46 x 3.38 x 0.39,6.46,3.38,0.39,220.0,7.76
2509,5702,267 x 168 x 8.9,267.0,168.0,8.9,10.51 x 6.61 x 0.35,10.51,6.61,0.35,615.0,
2510,5796,102.6 x 60.6 x 12.7,102.6,60.6,12.7,4.04 x 2.39 x 0.5,4.04,2.39,0.5,111.4,3.92
2511,5794,102.6 x 60.6 x 12.7,102.6,60.6,12.7,4.04 x 2.39 x 0.5,4.04,2.39,0.5,110.2,3.88
2512,5795,99.6 x 59.5 x 11.1,99.6,59.5,11.1,3.92 x 2.34 x 0.44,3.92,2.34,0.44,100.0,3.53
2513,5793,100.3 x 58.1 x 12.8,100.3,58.1,12.8,3.95 x 2.29 x 0.50,3.95,2.29,0.5,101.3,3.56
2514,5792,100.3 x 58.1 x 12.8,100.3,58.1,12.8,3.95 x 2.29 x 0.50,3.95,2.29,0.5,101.0,3.56
2515,5703,110.4 x 47 x 13.5,110.4,47.0,13.5,4.35 x 1.85 x 0.53,4.35,1.85,0.53,70.2,2.47
2516,5663,114 x 48 x 11,114.0,48.0,11.0,4.49 x 1.89 x 0.43,4.49,1.89,0.43,101.1,3.56
2517,5636,112.9 x 47.5 x 14.9,112.9,47.5,14.9,4.44 x 1.87 x 0.59,4.44,1.87,0.59,75.8,2.65
2518,5635,112.9 x 47.5 x 14.9,112.9,47.5,14.9,4.44 x 1.87 x 0.59,4.44,1.87,0.59,74.2,2.61
2519,5438,133.3 x 72.3 x 9.2,133.3,72.3,9.2,5.25 x 2.85 x 0.36,5.25,2.85,0.36,159.0,5.61
2520,5506,130.4 x 71.4 x 10.4,130.4,71.4,10.4,5.13 x 2.81 x 0.41,5.13,2.81,0.41,158.0,5.57
2521,5560,114.2 x 50.9 x 12.8,114.2,50.9,12.8,4.50 x 2.00 x 0.50,4.5,2.0,0.5,89.6,3.14
2522,5559,114.2 x 50.9 x 12.8,114.2,50.9,12.8,4.50 x 2.00 x 0.50,4.5,2.0,0.5,91.3,3.21
2523,5451,129 x 70.6 x 8.5,129.0,70.6,8.5,5.08 x 2.78 x 0.33,5.08,2.78,0.33,139.0,4.9
2524,5437,133 x 68.9 x 10.1,133.0,68.9,10.1,5.24 x 2.71 x 0.40,5.24,2.71,0.4,162.0,5.71
2525,5445,99.2 x 58 x 12.1,99.2,58.0,12.1,3.91 x 2.28 x 0.48,3.91,2.28,0.48,98.2,3.46
2526,5417,111.5 x 60 x 11.8,111.5,60.0,11.8,4.39 x 2.36 x 0.46,4.39,2.36,0.46,97.3,3.42
2527,5321,127.9 x 67.5 x 9,127.9,67.5,9.0,5.04 x 2.66 x 0.35,5.04,2.66,0.35,128.0,4.52
2528,5322,119.9 x 64 x 9.9,119.9,64.0,9.9,4.72 x 2.52 x 0.39,4.72,2.52,0.39,124.0,4.37
2529,5323,114 x 50 x 12.5,114.0,50.0,12.5,4.49 x 1.97 x 0.49,4.49,1.97,0.49,102.0,3.6
2530,5324,107 x 44.8 x 14.3,107.0,44.8,14.3,4.21 x 1.76 x 0.56,4.21,1.76,0.56,70.0,2.47
2531,5291,109.9 x 54 x 13,109.9,54.0,13.0,4.33 x 2.13 x 0.51,4.33,2.13,0.51,103.7,3.63
2532,5150,118.1 x 61.2 x 11.3,118.1,61.2,11.3,4.65 x 2.41 x 0.44,4.65,2.41,0.44,131.0,4.62
2533,5147,115.4 x 61.1 x 11,115.4,61.1,11.0,4.54 x 2.41 x 0.43,4.54,2.41,0.43,127.0,4.48
2534,5145,110 x 46 x 14.8,110.0,46.0,14.8,4.33 x 1.81 x 0.58,4.33,1.81,0.58,80.0,2.82
2535,5138,116 x 49.4 x 12.4,116.0,49.4,12.4,4.57 x 1.94 x 0.49,4.57,1.94,0.49,91.0,3.21
2536,5137,112.8 x 61.1 x 13,112.8,61.1,13.0,4.44 x 2.41 x 0.51,4.44,2.41,0.51,94.0,3.32
2537,5096,110 x 46 x 14.8,110.0,46.0,14.8,4.33 x 1.81 x 0.58,4.33,1.81,0.58,77.0,2.72
2538,5090,127.8 x 68.4 x 11.2,127.8,68.4,11.2,5.03 x 2.69 x 0.44,5.03,2.69,0.44,141.6,4.97
2539,5069,120.7 x 64.9 x 11.5,120.7,64.9,11.5,4.75 x 2.56 x 0.45,4.75,2.56,0.45,129.0,4.55
2540,5024,127.8 x 68.4 x 10.9,127.8,68.4,10.9,5.03 x 2.69 x 0.43,5.03,2.69,0.43,145.0,5.11
2541,5009,109.9 x 54 x 13.2,109.9,54.0,13.2,4.33 x 2.13 x 0.52,4.33,2.13,0.52,102.0,3.6
2542,5010,109.9 x 54 x 13,109.9,54.0,13.0,4.33 x 2.13 x 0.51,4.33,2.13,0.51,104.0,3.67
2543,4967,130.3 x 70.8 x 10.7,130.3,70.8,10.7,5.13 x 2.79 x 0.42,5.13,2.79,0.42,185.0,6.53
2544,4968,123.8 x 68.5 x 9.9,123.8,68.5,9.9,4.87 x 2.70 x 0.39,4.87,2.7,0.39,160.0,5.64
2545,4802,106 x 52 x 12.9,106.0,52.0,12.9,4.17 x 2.05 x 0.51,4.17,2.05,0.51,95.0,3.35
2546,4801,110.3 x 53.8 x 12.8,110.3,53.8,12.8,4.34 x 2.12 x 0.50,4.34,2.12,0.5,96.0,3.39
2547,4800,110.3 x 53.8 x 12.8,110.3,53.8,12.8,4.34 x 2.12 x 0.50,4.34,2.12,0.5,98.0,3.46
2548,4758,110 x 46 x 14.8,110.0,46.0,14.8,4.33 x 1.81 x 0.58,4.33,1.81,0.58,77.0,2.72
2549,4757,110.4 x 46.9 x 15.4,110.4,46.9,15.4,4.35 x 1.85 x 0.61,4.35,1.85,0.61,85.5,3.0
